Date,Close,High,Low,Open,Volume,Dividends,Stock Splits,Pct_Change
2019-12-30 00:00:00-05:00,,,,,0,1.52,0.0,
2019-12-31 00:00:00-05:00,177.5671844482422,177.5925864456392,175.44180216857808,175.67889609138325,576000,0.0,0.0,
2020-01-02 00:00:00-05:00,175.48411560058594,178.59175102744555,174.49339909561823,178.21070820563455,817400,0.0,0.0,-1.1731158851952306
2020-01-03 00:00:00-05:00,177.169189453125,177.45710027001786,174.69662949824013,174.75590943486912,672100,0.0,0.0,0.9602429523447142
2020-01-06 00:00:00-05:00,177.46559143066406,177.71114839976823,176.33092571570535,177.025268570885,602000,0.0,0.0,0.16729882800388118
2020-01-07 00:00:00-05:00,173.60430908203125,176.6187998810464,173.40108019241876,176.2885610108318,850500,0.0,0.0,-2.1757921169419547
2020-01-08 00:00:00-05:00,174.32408142089844,175.13698418731437,173.2148176793052,173.83295455045047,872300,0.0,0.0,0.4146051112861926
2020-01-09 00:00:00-05:00,174.73048400878906,175.17926976353314,173.5111367050893,173.9937874757597,738800,0.0,0.0,0.23313049154085608
2020-01-10 00:00:00-05:00,176.50875854492188,176.86439949707832,174.65433485673663,175.09465776349552,736100,0.0,0.0,1.0177242661580266
2020-01-13 00:00:00-05:00,178.68490600585938,178.69336903058877,176.32241712086616,176.32241712086616,490200,0.0,0.0,1.2328835570976304
2020-01-14 00:00:00-05:00,177.4062957763672,177.99904350155316,175.9837322454801,177.99904350155316,550600,0.0,0.0,-0.7155670045517204
2020-01-15 00:00:00-05:00,179.43006896972656,179.89579378498388,178.27000136498077,179.1760489983586,796600,0.0,0.0,1.1407561295966984
2020-01-16 00:00:00-05:00,181.9619140625,182.0042550324505,178.9558860851148,179.68410683805334,545200,0.0,0.0,1.4110483863218004
2020-01-17 00:00:00-05:00,182.9611053466797,183.6215831269904,181.76715977432963,182.27521264806487,1213300,0.0,0.0,0.5491211110455252
2020-01-21 00:00:00-05:00,185.6961669921875,185.789311959925,183.14738783893918,183.25747177916992,730100,0.0,0.0,1.4948869271014464
2020-01-22 00:00:00-05:00,183.44375610351562,186.88163093742375,182.74093735402138,186.16188613660424,718900,0.0,0.0,-1.2129549710989118
2020-01-23 00:00:00-05:00,185.01028442382812,185.19657435651408,182.91029116821377,183.63004890092316,554300,0.0,0.0,0.8539556502694667
2020-01-24 00:00:00-05:00,185.7215576171875,185.78082463630903,184.30745713588044,185.2981737753357,566900,0.0,0.0,0.3844506242312251
2020-01-27 00:00:00-05:00,185.32357788085938,185.79776572182493,183.86713641466542,184.96793700013524,786500,0.0,0.0,-0.21428839033778013
2020-01-28 00:00:00-05:00,185.67076110839844,187.03405765094564,184.62922751258813,185.1457563372961,516200,0.0,0.0,0.1873389406296999
2020-01-29 00:00:00-05:00,183.42678833007812,186.31426886757953,183.1558294242711,186.31426886757953,734400,0.0,0.0,-1.208576280360174
2020-01-30 00:00:00-05:00,184.6038360595703,184.89174691977558,182.35990664737943,182.8933744746987,536500,0.0,0.0,0.641698925335854
2020-01-31 00:00:00-05:00,183.48611450195312,185.55222997707742,182.93570768600384,184.5445742395659,609600,0.0,0.0,-0.6054703853805687
2020-02-03 00:00:00-05:00,183.48611450195312,185.25585608228542,182.98652460675615,184.0195823443183,499900,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,185.2473602294922,186.00944593726933,183.06269816770924,183.6977738977398,655700,0.0,0.0,0.9598795703531726
2020-02-05 00:00:00-05:00,184.26510620117188,186.0941274000008,184.1296202781515,185.12881280961588,464500,0.0,0.0,-0.5302391500226822
2020-02-06 00:00:00-05:00,185.55223083496094,185.6707778092956,182.63087160912218,184.26514017029075,569000,0.0,0.0,0.6985178367866496
2020-02-07 00:00:00-05:00,185.58607482910156,186.3905015581103,184.63769914190388,186.08566466998965,471500,0.0,0.0,0.018239605090353272
2020-02-10 00:00:00-05:00,187.77076721191406,187.77076721191406,185.53530064671327,187.12722830943187,884700,0.0,0.0,1.1771855107255647
2020-02-11 00:00:00-05:00,188.7275848388672,189.59975451647415,187.44895737159237,187.5590413047086,814700,0.0,0.0,0.5095668730336955
2020-02-12 00:00:00-05:00,190.00621032714844,190.70902909319088,188.25340784562346,188.6767917104213,851500,0.0,0.0,0.6774979340582021
2020-02-13 00:00:00-05:00,191.02230834960938,191.64045802819754,189.67595090618636,189.67595090618636,730500,0.0,0.0,0.5347709533869649
2020-02-14 00:00:00-05:00,192.6650390625,193.07148390973904,191.09005074371896,191.52189758636987,456900,0.0,0.0,0.859967993834565
2020-02-18 00:00:00-05:00,193.12229919433594,193.24930917032546,191.21707203060132,193.11382324883755,443500,0.0,0.0,0.23733425330352276
2020-02-19 00:00:00-05:00,191.2001495361328,194.24850550839847,191.14934554135917,193.52028476846033,692400,0.0,0.0,-0.9953017679583898
2020-02-20 00:00:00-05:00,192.34327697753906,192.37715492094276,190.53967057110646,190.95457847292937,779200,0.0,0.0,0.5978695331460671
2020-02-21 00:00:00-05:00,193.07994079589844,193.96057336476164,192.1230893276746,192.17389331348338,811800,0.0,0.0,0.3829943161701488
2020-02-24 00:00:00-05:00,191.1916961669922,193.98603249536205,190.09937138842145,191.86064996557184,726700,0.0,0.0,-0.9779600206643368
2020-02-25 00:00:00-05:00,187.4828338623047,192.56343990795799,187.11871704362858,191.94529020286933,855900,0.0,0.0,-1.939865788652284
2020-02-26 00:00:00-05:00,187.32192993164062,189.0154651354919,186.492101299535,187.90620164427304,907500,0.0,0.0,-0.08582328704410669
2020-02-27 00:00:00-05:00,175.8482208251953,186.1618566118558,175.71273491218173,185.29815006720395,1120900,0.0,0.0,-6.125128601137309
2020-02-28 00:00:00-05:00,169.85313415527344,173.02005008512762,165.60236949619787,172.88456414873116,1702900,0.0,0.0,-3.409239309780332
2020-03-02 00:00:00-05:00,177.54177856445312,177.54177856445312,169.19264869229153,170.84384309020064,1275700,0.0,0.0,4.5266426477306165
2020-03-03 00:00:00-05:00,176.7458038330078,183.3844718734366,175.60267528463254,177.54176747269574,1099200,0.0,0.0,-0.4483309437819716
2020-03-04 00:00:00-05:00,184.35826110839844,184.62075702301246,178.5155692597753,179.26919198135886,990200,0.0,0.0,4.3070087720911365
