Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Pct_Change
2019-12-31 00:00:00-05:00,95.02830693713419,95.63676004173021,94.45975327005719,94.72907257080078,673300,0.0,0.0,
2020-01-02 00:00:00-05:00,95.69660973186399,96.09558887333702,94.76896876886448,96.06566619873047,1655300,0.0,0.0,1.4109645451566344
2020-01-03 00:00:00-05:00,94.0108957039049,94.58942611926146,93.3625431770425,93.86127471923828,960600,0.0,0.0,-2.2946715165978016
2020-01-06 00:00:00-05:00,92.94361121964887,92.94361121964887,91.50726193191473,92.11571502685547,1574900,0.0,0.0,-1.859722976919076
2020-01-07 00:00:00-05:00,92.09577128333117,92.26533818656182,90.61952252392874,90.95866394042969,2100900,0.0,0.0,-1.256084356603493
2020-01-08 00:00:00-05:00,91.19805127554511,93.23287690690726,90.72924240228487,92.85383605957031,2295700,0.0,0.0,2.0835531625462256
2020-01-09 00:00:00-05:00,93.87125095282454,94.1106399609208,91.45739212858547,91.4972915649414,1087900,0.0,0.0,-1.460946097863547
2020-01-10 00:00:00-05:00,91.49729787193412,91.49729787193412,89.16323014947814,89.28292846679688,1323600,0.0,0.0,-2.42014059680975
2020-01-13 00:00:00-05:00,89.1931466358345,89.1931466358345,88.40514989076696,88.64454650878906,2065500,0.0,0.0,-0.715010102121838
2020-01-14 00:00:00-05:00,88.61462043129576,89.50236961437452,88.28546338345636,88.78419494628906,2264900,0.0,0.0,0.15753753953284821
2020-01-15 00:00:00-05:00,88.50490328694123,89.10337961868194,87.36778836358258,87.66703033447266,1531100,0.0,0.0,-1.2582922134871444
2020-01-16 00:00:00-05:00,88.16576656365109,91.18807866805552,88.16576656365109,90.96863555908203,1916400,0.0,0.0,3.7660739870084337
2020-01-17 00:00:00-05:00,90.66939913074744,91.95612746876269,90.25046644675353,91.29779815673828,1766700,0.0,0.0,0.36184185420971016
2020-01-21 00:00:00-05:00,90.80904158810601,91.67683722520667,90.2404879251889,90.7691421508789,1467500,0.0,0.0,-0.57904573443468
2020-01-22 00:00:00-05:00,91.60700656454306,92.17556783167805,90.65941967273028,90.91876220703125,942900,0.0,0.0,0.16483581601294262
2020-01-23 00:00:00-05:00,90.31031188973253,92.1655939036201,89.02358355042085,92.09577178955078,1424100,0.0,0.0,1.2945728185777217
2020-01-24 00:00:00-05:00,92.5745522532685,92.60447493007709,90.51978060531918,91.30777740478516,1546200,0.0,0.0,-0.8556249320178178
2020-01-27 00:00:00-05:00,88.93381339104376,89.37269197894479,87.96627296924186,88.37522888183594,1677200,0.0,0.0,-3.2117182197401006
2020-01-28 00:00:00-05:00,89.34276791554424,90.07091931353798,88.47497229492802,89.41259002685547,1453900,0.0,0.0,1.1738143800527512
2020-01-29 00:00:00-05:00,90.10084048431841,90.81901510869646,89.27294431399153,89.6519775390625,1563600,0.0,0.0,0.26773356205780363
2020-01-30 00:00:00-05:00,84.78436388313557,87.91639742248587,84.29560909273798,87.45756530761719,2534200,0.0,0.0,-2.447700866932001
2020-01-31 00:00:00-05:00,86.51994778098614,86.84911243274603,84.37540057866507,84.57489776611328,1617800,0.0,0.0,-3.296075681234223
2020-02-03 00:00:00-05:00,85.35291592956322,87.33786533907696,85.0337280465759,86.5,1647800,0.0,0.0,2.276209944953722
2020-02-04 00:00:00-05:00,88.30999755859375,91.0199966430664,88.2300033569336,90.51000213623047,1525200,0.22,0.0,4.635840619919618
2020-02-05 00:00:00-05:00,91.81999969482422,92.5,90.27999877929688,90.5199966430664,1108100,0.0,0.0,0.011042433543306807
2020-02-06 00:00:00-05:00,90.97000122070312,90.98999786376953,87.68000030517578,88.23999786376953,1131400,0.0,0.0,-2.5187791248902136
2020-02-07 00:00:00-05:00,87.47000122070312,87.48999786376953,86.62999725341797,87.12999725341797,1250700,0.0,0.0,-1.257933632393382
2020-02-10 00:00:00-05:00,86.94999694824219,87.3499984741211,86.02999877929688,87.30000305175781,933500,0.0,0.0,0.1951174150107926
2020-02-11 00:00:00-05:00,87.6500015258789,91.0999984741211,87.11000061035156,90.77999877929688,1397400,0.0,0.0,3.9862492621860035
2020-02-12 00:00:00-05:00,91.69000244140625,92.30000305175781,90.87999725341797,91.51000213623047,878800,0.0,0.0,0.8041455901628414
2020-02-13 00:00:00-05:00,90.4000015258789,91.0999984741211,89.73999786376953,90.5199966430664,724300,0.0,0.0,-1.0818549558006207
